"Forward_Bin"
30
23
29
25
16
36
21
46
36
26
20
18
19
30
37
32
16
40
44
18
30
38
28
30
28
35
24
39
29
23
27
13
23
30
28
24
46
40
36
16
18
36
34
41
33
33
34
44
30
32
39
20
43
21
34
17
34
35
23
17
34
26
33
22
16
27
34
30
11
24
18
30
31
12
35
27
27
31
36
24
17
31
17
26
19
29
32
40
28
43
25
30
27
24
20
18
33
18
34
39
14
19
21
32
25
41
26
34
31
26
41
27
26
17
24
15
16
29
23
31
9
40
39
27
42
39
36
28
33
25
41
24
42
37
39
37
31
26
30
29
26
30
33
39
33
35
28
17
31
39
32
37
31
42
36
34
40
17
34
27
34
34
33
27
39
24
28
33
27
20
30
24
21
22
23
30
42
27
21
37
40
24
31
43
17
24
34
27
31
30
24
29
32
19
38
44
23
32
35
39
33
25
28
33
37
24
36
38
33
19
30
28
36
36
14
39
39
34
40
40
17
19
33
43
32
21
28
25
16
37
33
21
19
28
5
29
17
24
34
44
43
40
33
30
29
27
20
29
27
22
36
27
43
37
34
28
40
31
30
39
8
43
22
21
43
22
21
34
42
24
16
18
26
41
26
11
15
39
29
34
38
36
17
40
24
25
37
41
41
41
27
13
30
39
29
26
17
44
42
41
10
27
30
28
20
28
42
21
44
17
12
8
12
45
28
42
37
30
36
39
34
39
35
24
28
37
36
32
33
33
32
39
13
24
20
12
43
6
36
25
17
42
35
20
40
31
30
29
21
26
31
30
14
29
18
45
27
27
40
25
48
24
32
34
31
32
17
33
25
35
17
40
17
35
17
33
16
36
55
8
31
38
29
35
31
40
27
20
18
42
41
35
27
27
28
16
22
22
37
36
16
24
31
20
21
26
23
10
39
43
31
41
31
20
20
30
29
40
18
38
28
16
42
40
43
36
43
41
27
39
24
32
33
26
34
25
26
32
37
44
24
14
41
30
31
29
39
25
8
18
17
15
33
29
44
15
9
33
13
14
8
16
23
17
46
34
32
42
28
39
45
39
28
17
12
38
21
37
5
3
43
39
53
10
47
22
21
15
38
16
45
44
41
24
27
34
37
44
28
16
29
41
26
45
39
38
35
28
18
31
14
27
28
42
21
31
27
31
34
20
19
40
32
35
26
28
17
43
25
41
32
39
39
38
42
22
