"Forward_Bin"
11
41
13
27
11
23
46
12
45
27
32
47
17
10
35
42
17
12
22
17
8
53
41
35
15
28
40
8
28
41
37
12
50
37
31
30
26
13
34
19
39
24
29
23
25
45
28
24
23
20
27
22
39
20
39
17
16
36
11
35
36
43
48
40
17
34
42
41
18
34
22
33
31
20
22
37
13
15
23
34
22
40
24
27
19
36
47
18
30
27
42
41
21
34
26
34
30
14
38
25
31
20
16
19
13
26
32
29
29
37
24
44
5
10
46
45
41
16
11
39
34
44
35
41
27
41
29
25
26
29
24
33
25
32
31
24
26
25
26
41
26
45
25
25
19
31
26
34
28
31
29
27
27
28
31
30
30
39
36
24
32
27
24
29
19
34
20
26
32
17
34
32
34
36
26
12
37
33
15
40
27
29
41
31
32
36
23
25
22
25
23
36
38
27
31
34
27
33
29
26
30
24
24
24
19
46
30
49
49
29
47
26
12
36
24
32
34
32
28
22
36
41
43
26
43
33
33
39
32
19
28
28
41
17
34
40
31
30
30
29
21
21
33
39
24
19
28
29
31
36
18
33
9
33
20
32
28
39
41
36
30
18
15
32
24
46
23
27
19
40
26
40
41
39
27
25
37
29
29
19
29
30
46
15
35
19
22
26
32
25
29
30
30
27
18
21
11
30
26
27
27
41
24
37
16
24
26
16
31
25
25
26
24
17
42
20
20
40
17
46
37
30
19
21
29
22
34
29
27
29
24
36
25
25
33
31
9
24
38
27
40
27
24
28
14
12
39
23
30
30
39
39
44
28
31
26
22
23
44
22
23
27
26
32
37
43
41
31
41
38
25
33
21
24
25
34
19
19
24
29
25
32
42
19
24
25
34
40
29
21
40
32
24
26
16
20
39
31
21
15
29
27
38
29
26
32
25
23
30
23
37
12
35
14
27
41
39
31
26
35
40
39
35
33
26
21
24
41
30
29
40
33
18
36
26
23
35
25
19
27
44
26
32
29
40
26
41
29
35
28
24
20
31
35
26
22
13
17
28
27
32
22
37
31
25
37
27
25
25
24
46
44
36
31
44
17
21
25
40
25
39
16
20
40
36
24
25
41
24
24
30
33
20
37
29
37
22
29
33
39
33
42
24
34
30
26
39
27
40
28
33
27
19
33
38
12
7
45
35
8
43
41
34
44
32
21
28
32
26
43
39
17
15
14
27
41
29
24
28
45
25
17
17
31
30
20
29
29
8
11
46
13
26
42
13
40
41
36
12
39
43
14
44
11
27
20
44
26
23
23
24
29
22
22
20
22
39
37
41
44
36
24
28
20
31
25
15
37
36
23
17
23
8
44
17
40
28
22
44
32
31
25
22
26
14
27
31
22
28
28
15
19
29
15
41
21
36
16
29
31
46
22
26
32
23
47
27
37
15
40
43
35
37
25
38
34
15
34
32
36
28
32
30
20
18
15
35
20
37
27
34
25
26
28
42
23
25
23
23
33
23
24
30
23
34
17
32
28
31
32
45
37
21
18
25
17
24
15
34
32
37
30
22
34
21
11
11
17
22
44
39
15
26
16
18
13
41
16
40
42
44
28
22
35
33
42
36
18
12
34
12
45
27
36
12
21
19
44
32
39
20
38
37
8
13
14
13
18
34
29
20
16
23
16
19
12
12
48
39
26
36
42
12
47
29
26
26
28
23
38
35
36
32
41
15
25
29
34
33
31
30
19
32
32
24
28
16
18
23
42
33
22
46
24
33
26
24
38
20
27
20
29
26
27
24
21
28
40
25
31
37
39
34
24
12
15
10
20
38
25
39
33
46
33
30
30
26
31
21
32
36
49
17
39
45
21
29
29
26
29
36
40
27
20
30
34
19
15
23
27
28
11
36
24
40
23
33
31
20
13
38
17
25
17
18
33
46
32
30
17
39
31
16
30
31
23
40
21
31
21
21
20
35
31
45
42
29
19
34
23
32
25
38
39
17
39
18
34
18
34
42
32
18
32
25
26
32
11
28
11
36
12
42
27
13
41
8
32
44
37
16
31
38
12
36
17
38
44
34
17
39
44
30
44
40
31
34
43
19
23
38
25
24
28
16
34
20
34
28
14
13
19
44
26
12
35
40
42
31
45
26
34
30
44
38
31
27
36
32
27
22
22
44
36
30
30
33
31
24
22
23
29
35
36
28
21
30
35
33
29
31
26
26
16
43
33
41
23
29
26
45
19
32
34
27
23
27
28
31
39
29
24
34
39
13
27
14
36
32
18
36
39
15
32
35
18
27
27
12
20
42
27
39
11
36
40
42
28
25
32
30
27
25
16
40
17
11
8
31
8
8
49
9
44
7
6
1
52
7
3
55
1
51
1
42
12
6
55
47
51
4
45
9
5
47
9
51
40
47
53
8
11
7
9
53
9
11
31
29
41
48
35
45
12
11
17
26
13
38
41
11
10
10
48
13
50
13
45
16
20
52
50
15
11
40
31
50
44
48
43
11
8
3
45
40
36
11
23
17
17
39
10
46
6
32
39
19
22
44
11
39
12
50
40
34
41
31
14
19
44
21
31
21
16
32
44
11
24
22
22
42
28
44
40
46
20
22
28
11
16
30
17
27
45
32
16
46
32
11
28
41
25
44
10
38
18
39
40
10
32
17
26
10
17
15
27
37
45
20
38
35
37
39
18
42
44
22
39
15
22
41
26
14
34
18
46
37
12
13
11
35
37
44
46
10
48
16
55
25
15
17
34
45
18
21
31
19
45
49
18
21
11
41
43
21
37
24
29
20
22
22
17
42
31
20
23
47
15
45
24
35
25
31
40
19
26
49
46
29
41
41
29
34
14
24
15
20
20
17
24
11
42
17
35
46
39
44
26
41
24
29
25
40
44
31
31
42
37
36
42
16
11
44
25
43
15
30
40
21
44
23
39
23
17
38
42
15
11
18
36
40
42
15
39
15
38
27
21
41
29
35
26
17
13
34
35
24
12
37
12
43
30
33
34
43
19
25
40
40
43
31
28
14
21
45
41
32
16
20
26
39
33
18
28
41
27
39
28
29
30
23
24
17
15
27
14
15
35
11
11
42
27
34
37
38
30
27
37
38
21
14
29
14
46
40
15
25
30
12
10
43
44
16
26
35
27
30
37
20
24
39
17
40
45
27
39
39
32
17
21
17
19
20
31
40
34
44
33
36
15
25
27
33
22
26
24
32
17
41
14
35
28
25
11
28
43
46
39
44
23
27
16
44
27
38
30
34
29
12
20
11
41
43
28
39
40
20
40
23
31
12
41
25
27
32
28
16
27
34
20
27
28
24
26
21
23
19
16
44
44
20
10
24
15
22
44
14
39
41
17
26
24
17
36
21
41
12
14
40
32
32
34
31
27
27
27
44
47
12
39
38
29
29
34
27
5
8
15
19
14
27
39
37
14
37
40
42
20
20
45
31
43
32
24
16
19
41
30
12
33
26
12
11
44
8
9
44
21
11
9
21
47
17
12
38
42
48
40
28
25
44
13
35
37
21
30
23
10
21
32
13
16
25
42
24
17
10
19
43
44
32
20
11
28
11
16
41
10
37
44
46
11
26
15
12
22
27
37
21
46
14
15
20
51
40
35
42
40
35
14
41
16
25
31
15
12
7
11
14
39
14
24
44
22
17
45
20
23
24
12
40
16
22
44
25
16
29
19
10
49
18
44
28
35
23
32
15
41
24
33
18
15
38
17
45
17
37
45
41
42
31
38
20
20
12
14
18
30
44
10
26
28
22
35
21
28
43
44
33
39
10
26
41
21
37
13
11
17
13
12
19
43
14
15
46
49
12
13
13
19
11
41
50
42
48
45
13
25
50
29
31
39
32
39
26
42
19
30
45
33
29
16
48
30
18
21
29
24
38
22
41
39
30
14
41
39
16
20
11
30
27
38
23
41
27
23
12
22
34
33
39
17
33
32
33
34
35
36
37
20
43
24
37
35
27
44
15
10
16
30
41
37
33
34
30
20
34
25
23
41
34
39
21
15
32
39
32
32
16
31
14
20
36
37
37
36
22
18
42
22
11
22
6
44
14
45
7
43
9
39
45
11
25
15
45
31
30
25
39
27
16
22
27
31
33
28
32
52
36
39
27
25
26
29
12
14
40
37
44
15
12
16
43
