,< -10.00%,"[-10.00%, -9.00%)","[-9.00%, -8.00%)","[-8.00%, -7.00%)","[-7.00%, -6.00%)","[-6.00%, -5.00%)","[-5.00%, -4.50%)","[-4.50%, -4.00%)","[-4.00%, -3.50%)","[-3.50%, -3.00%)","[-3.00%, -2.50%)","[-2.50%, -2.05%)","[-2.05%, -1.85%)","[-1.85%, -1.65%)","[-1.65%, -1.45%)","[-1.45%, -1.25%)","[-1.25%, -1.05%)","[-1.05%, -0.95%)","[-0.95%, -0.85%)","[-0.85%, -0.75%)","[-0.75%, -0.65%)","[-0.65%, -0.55%)","[-0.55%, -0.45%)","[-0.45%, -0.35%)","[-0.35%, -0.25%)","[-0.25%, -0.15%)","[-0.15%, -0.05%)","[-0.05%, 0.05%)","[0.05%, 0.15%)","[0.15%, 0.25%)","[0.25%, 0.35%)","[0.35%, 0.45%)","[0.45%, 0.55%)","[0.55%, 0.65%)","[0.65%, 0.75%)","[0.75%, 0.85%)","[0.85%, 0.95%)","[0.95%, 1.05%)","[1.05%, 1.25%)","[1.25%, 1.45%)","[1.45%, 1.65%)","[1.65%, 1.85%)","[1.85%, 2.05%)","[2.05%, 2.55%)","[2.55%, 3.05%)","[3.05%, 3.55%)","[3.55%, 4.05%)","[4.05%, 4.55%)","[4.55%, 5.00%)","[5.00%, 6.00%)","[6.00%, 7.00%)","[7.00%, 8.00%)","[8.00%, 9.00%)","[9.00%, 10.00%)",> 10.00%
"[-0.75%, -0.65%)",0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.02,0.02,0.02666666666666667,0.02,0.013333333333333334,0.04,0.02666666666666667,0.02,0.013333333333333334,0.02,0.05333333333333334,0.02,0.03333333333333333,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.006666666666666667,0.06,0.04,0.04666666666666667,0.02666666666666667,0.05333333333333334,0.02,0.006666666666666667,0.02,0.04666666666666667,0.02,0.04666666666666667,0.03333333333333333,0.02,0.013333333333333334,0.02666666666666667,0.02,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0
"[-0.65%, -0.55%)",0.013422818791946308,0.0,0.0,0.0,0.0,0.006711409395973154,0.006711409395973154,0.0,0.006711409395973154,0.0,0.013422818791946308,0.040268456375838924,0.006711409395973154,0.006711409395973154,0.026845637583892617,0.006711409395973154,0.03355704697986577,0.006711409395973154,0.006711409395973154,0.040268456375838924,0.020134228187919462,0.04697986577181208,0.013422818791946308,0.040268456375838924,0.013422818791946308,0.03355704697986577,0.020134228187919462,0.03355704697986577,0.053691275167785234,0.020134228187919462,0.04697986577181208,0.026845637583892617,0.040268456375838924,0.040268456375838924,0.0,0.020134228187919462,0.006711409395973154,0.006711409395973154,0.020134228187919462,0.040268456375838924,0.020134228187919462,0.040268456375838924,0.03355704697986577,0.053691275167785234,0.026845637583892617,0.006711409395973154,0.013422818791946308,0.013422818791946308,0.0,0.006711409395973154,0.013422818791946308,0.0,0.006711409395973154,0.0,0.0
"[-0.55%, -0.45%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.017045454545454544,0.022727272727272728,0.017045454545454544,0.028409090909090908,0.028409090909090908,0.03409090909090909,0.011363636363636364,0.017045454545454544,0.022727272727272728,0.017045454545454544,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.03977272727272727,0.045454545454545456,0.056818181818181816,0.03977272727272727,0.017045454545454544,0.045454545454545456,0.022727272727272728,0.017045454545454544,0.03977272727272727,0.045454545454545456,0.03977272727272727,0.022727272727272728,0.03977272727272727,0.011363636363636364,0.05113636363636364,0.028409090909090908,0.017045454545454544,0.028409090909090908,0.005681818181818182,0.045454545454545456,0.0,0.011363636363636364,0.0,0.005681818181818182,0.0,0.005681818181818182,0.0,0.005681818181818182,0.0,0.0,0.0
"[-0.45%, -0.35%)",0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.017857142857142856,0.017857142857142856,0.005952380952380952,0.017857142857142856,0.005952380952380952,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.005952380952380952,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.041666666666666664,0.02976190476190476,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.02976190476190476,0.02976190476190476,0.05952380952380952,0.017857142857142856,0.023809523809523808,0.03571428571428571,0.05952380952380952,0.023809523809523808,0.005952380952380952,0.047619047619047616,0.041666666666666664,0.023809523809523808,0.02976190476190476,0.02976190476190476,0.017857142857142856,0.017857142857142856,0.005952380952380952,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[-0.35%, -0.25%)",0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.0,0.02072538860103627,0.010362694300518135,0.0051813471502590676,0.010362694300518135,0.010362694300518135,0.025906735751295335,0.010362694300518135,0.015544041450777202,0.015544041450777202,0.010362694300518135,0.025906735751295335,0.03626943005181347,0.031088082901554404,0.025906735751295335,0.046632124352331605,0.06217616580310881,0.04145077720207254,0.046632124352331605,0.031088082901554404,0.02072538860103627,0.05699481865284974,0.04145077720207254,0.03626943005181347,0.046632124352331605,0.015544041450777202,0.04145077720207254,0.015544041450777202,0.04145077720207254,0.0051813471502590676,0.02072538860103627,0.03626943005181347,0.015544041450777202,0.010362694300518135,0.031088082901554404,0.031088082901554404,0.02072538860103627,0.0,0.0051813471502590676,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676
"[-0.25%, -0.15%)",0.0,0.0,0.0,0.0,0.0,0.0091324200913242,0.0,0.0045662100456621,0.0045662100456621,0.0136986301369863,0.0182648401826484,0.0273972602739726,0.0228310502283105,0.0045662100456621,0.0182648401826484,0.0228310502283105,0.0365296803652968,0.0,0.0136986301369863,0.0136986301369863,0.0228310502283105,0.0182648401826484,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.0182648401826484,0.0365296803652968,0.0091324200913242,0.0730593607305936,0.0365296803652968,0.0639269406392694,0.0319634703196347,0.0228310502283105,0.0273972602739726,0.0228310502283105,0.0319634703196347,0.0045662100456621,0.0273972602739726,0.0365296803652968,0.0319634703196347,0.0410958904109589,0.0091324200913242,0.0182648401826484,0.045662100456621,0.0182648401826484,0.0045662100456621,0.0091324200913242,0.0091324200913242,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0,0.0
"[-0.15%, -0.05%)",0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0045662100456621,0.0182648401826484,0.0045662100456621,0.0273972602739726,0.0182648401826484,0.0182648401826484,0.0228310502283105,0.0091324200913242,0.0045662100456621,0.0182648401826484,0.0182648401826484,0.0228310502283105,0.0593607305936073,0.0319634703196347,0.0273972602739726,0.0319634703196347,0.0502283105022831,0.0273972602739726,0.0410958904109589,0.0547945205479452,0.0228310502283105,0.0136986301369863,0.0410958904109589,0.0365296803652968,0.0365296803652968,0.0182648401826484,0.0182648401826484,0.0228310502283105,0.0593607305936073,0.0319634703196347,0.045662100456621,0.0365296803652968,0.0045662100456621,0.0136986301369863,0.0228310502283105,0.0091324200913242,0.0045662100456621,0.0091324200913242,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0
"[-0.05%, 0.05%)",0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.02617801047120419,0.005235602094240838,0.010471204188481676,0.010471204188481676,0.005235602094240838,0.005235602094240838,0.02617801047120419,0.02617801047120419,0.020942408376963352,0.020942408376963352,0.031413612565445025,0.015706806282722512,0.020942408376963352,0.041884816753926704,0.02617801047120419,0.03664921465968586,0.06282722513089005,0.05235602094240838,0.020942408376963352,0.03664921465968586,0.031413612565445025,0.041884816753926704,0.015706806282722512,0.03664921465968586,0.03664921465968586,0.03664921465968586,0.020942408376963352,0.02617801047120419,0.03664921465968586,0.02617801047120419,0.015706806282722512,0.020942408376963352,0.010471204188481676,0.041884816753926704,0.020942408376963352,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.010471204188481676,0.010471204188481676,0.0,0.005235602094240838,0.0,0.005235602094240838,0.0
"[0.05%, 0.15%)",0.0,0.0,0.0,0.0,0.0,0.0,0.010362694300518135,0.015544041450777202,0.010362694300518135,0.010362694300518135,0.015544041450777202,0.0051813471502590676,0.0051813471502590676,0.015544041450777202,0.02072538860103627,0.031088082901554404,0.025906735751295335,0.015544041450777202,0.015544041450777202,0.031088082901554404,0.031088082901554404,0.02072538860103627,0.04145077720207254,0.046632124352331605,0.02072538860103627,0.05181347150259067,0.05181347150259067,0.046632124352331605,0.05181347150259067,0.05699481865284974,0.031088082901554404,0.025906735751295335,0.03626943005181347,0.031088082901554404,0.0,0.02072538860103627,0.02072538860103627,0.015544041450777202,0.04145077720207254,0.02072538860103627,0.03626943005181347,0.015544041450777202,0.0051813471502590676,0.015544041450777202,0.015544041450777202,0.010362694300518135,0.0051813471502590676,0.0,0.0,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0
"[0.15%, 0.25%)",0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.010810810810810811,0.005405405405405406,0.016216216216216217,0.005405405405405406,0.0,0.016216216216216217,0.010810810810810811,0.043243243243243246,0.0,0.05405405405405406,0.021621621621621623,0.02702702702702703,0.016216216216216217,0.005405405405405406,0.021621621621621623,0.02702702702702703,0.032432432432432434,0.03783783783783784,0.04864864864864865,0.032432432432432434,0.05405405405405406,0.05405405405405406,0.07027027027027027,0.02702702702702703,0.010810810810810811,0.032432432432432434,0.016216216216216217,0.03783783783783784,0.032432432432432434,0.010810810810810811,0.032432432432432434,0.032432432432432434,0.03783783783783784,0.021621621621621623,0.02702702702702703,0.021621621621621623,0.010810810810810811,0.016216216216216217,0.0,0.010810810810810811,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0
"[0.25%, 0.35%)",0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.013333333333333334,0.0044444444444444444,0.008888888888888889,0.017777777777777778,0.022222222222222223,0.0044444444444444444,0.008888888888888889,0.0,0.035555555555555556,0.03111111111111111,0.022222222222222223,0.03111111111111111,0.035555555555555556,0.02666666666666667,0.008888888888888889,0.022222222222222223,0.035555555555555556,0.05333333333333334,0.035555555555555556,0.04888888888888889,0.035555555555555556,0.04,0.02666666666666667,0.06222222222222222,0.02666666666666667,0.035555555555555556,0.035555555555555556,0.017777777777777778,0.017777777777777778,0.013333333333333334,0.017777777777777778,0.03111111111111111,0.044444444444444446,0.022222222222222223,0.017777777777777778,0.02666666666666667,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0
"[0.35%, 0.45%)",0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.0,0.022222222222222223,0.03333333333333333,0.027777777777777776,0.005555555555555556,0.016666666666666666,0.03333333333333333,0.011111111111111112,0.011111111111111112,0.027777777777777776,0.044444444444444446,0.022222222222222223,0.08888888888888889,0.027777777777777776,0.06111111111111111,0.022222222222222223,0.011111111111111112,0.016666666666666666,0.022222222222222223,0.022222222222222223,0.03333333333333333,0.022222222222222223,0.03888888888888889,0.016666666666666666,0.011111111111111112,0.05,0.03888888888888889,0.011111111111111112,0.03333333333333333,0.03333333333333333,0.027777777777777776,0.022222222222222223,0.022222222222222223,0.027777777777777776,0.0,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0
"[0.45%, 0.55%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.00558659217877095,0.0,0.0335195530726257,0.0,0.0223463687150838,0.0111731843575419,0.0223463687150838,0.03910614525139665,0.0335195530726257,0.0446927374301676,0.0223463687150838,0.05027932960893855,0.0111731843575419,0.01675977653631285,0.0223463687150838,0.03910614525139665,0.01675977653631285,0.0223463687150838,0.01675977653631285,0.03910614525139665,0.027932960893854747,0.0446927374301676,0.027932960893854747,0.0670391061452514,0.03910614525139665,0.0335195530726257,0.01675977653631285,0.0335195530726257,0.01675977653631285,0.05027932960893855,0.03910614525139665,0.0111731843575419,0.0111731843575419,0.027932960893854747,0.0335195530726257,0.0111731843575419,0.01675977653631285,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.55%, 0.65%)",0.0,0.0,0.0,0.0056179775280898875,0.0,0.0056179775280898875,0.0,0.0,0.0056179775280898875,0.0,0.028089887640449437,0.016853932584269662,0.02247191011235955,0.016853932584269662,0.033707865168539325,0.016853932584269662,0.056179775280898875,0.03932584269662921,0.0056179775280898875,0.02247191011235955,0.028089887640449437,0.02247191011235955,0.0449438202247191,0.03932584269662921,0.028089887640449437,0.0449438202247191,0.06741573033707865,0.016853932584269662,0.02247191011235955,0.0449438202247191,0.033707865168539325,0.056179775280898875,0.033707865168539325,0.016853932584269662,0.016853932584269662,0.028089887640449437,0.0056179775280898875,0.02247191011235955,0.0449438202247191,0.016853932584269662,0.028089887640449437,0.011235955056179775,0.0056179775280898875,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.0,0.0056179775280898875,0.0,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0
"[0.65%, 0.75%)",0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.008,0.016,0.024,0.04,0.008,0.016,0.032,0.016,0.016,0.016,0.008,0.016,0.0,0.032,0.016,0.048,0.016,0.04,0.048,0.048,0.048,0.024,0.032,0.04,0.032,0.04,0.016,0.032,0.016,0.024,0.024,0.024,0.04,0.032,0.016,0.032,0.016,0.008,0.0,0.008,0.008,0.008,0.0,0.0,0.0,0.0,0.0
"[0.75%, 0.85%)",0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.006060606060606061,0.006060606060606061,0.048484848484848485,0.024242424242424242,0.006060606060606061,0.012121212121212121,0.030303030303030304,0.03636363636363636,0.01818181818181818,0.030303030303030304,0.012121212121212121,0.01818181818181818,0.012121212121212121,0.048484848484848485,0.030303030303030304,0.04242424242424243,0.030303030303030304,0.012121212121212121,0.012121212121212121,0.024242424242424242,0.024242424242424242,0.024242424242424242,0.030303030303030304,0.03636363636363636,0.024242424242424242,0.030303030303030304,0.03636363636363636,0.04242424242424243,0.024242424242424242,0.01818181818181818,0.030303030303030304,0.05454545454545454,0.012121212121212121,0.030303030303030304,0.01818181818181818,0.04242424242424243,0.012121212121212121,0.012121212121212121,0.006060606060606061,0.0,0.012121212121212121,0.0,0.0,0.006060606060606061,0.0,0.0,0.006060606060606061
"[0.85%, 0.95%)",0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.037037037037037035,0.007407407407407408,0.014814814814814815,0.037037037037037035,0.007407407407407408,0.037037037037037035,0.014814814814814815,0.02962962962962963,0.037037037037037035,0.05185185185185185,0.007407407407407408,0.037037037037037035,0.022222222222222223,0.037037037037037035,0.007407407407407408,0.05925925925925926,0.014814814814814815,0.037037037037037035,0.022222222222222223,0.02962962962962963,0.044444444444444446,0.037037037037037035,0.02962962962962963,0.014814814814814815,0.037037037037037035,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.02962962962962963,0.022222222222222223,0.037037037037037035,0.022222222222222223,0.022222222222222223,0.02962962962962963,0.022222222222222223,0.0,0.007407407407407408,0.0,0.014814814814814815,0.0,0.0,0.0,0.0,0.0
"[0.95%, 1.05%)",0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.0,0.03571428571428571,0.026785714285714284,0.026785714285714284,0.05357142857142857,0.026785714285714284,0.044642857142857144,0.0,0.026785714285714284,0.03571428571428571,0.0,0.03571428571428571,0.044642857142857144,0.05357142857142857,0.044642857142857144,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.008928571428571428,0.044642857142857144,0.044642857142857144,0.0,0.026785714285714284,0.03571428571428571,0.008928571428571428,0.026785714285714284,0.026785714285714284,0.008928571428571428,0.044642857142857144,0.026785714285714284,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.017857142857142856,0.026785714285714284,0.0,0.008928571428571428,0.0,0.0,0.008928571428571428,0.0,0.008928571428571428,0.008928571428571428,0.0,0.0
"[1.05%, 1.25%)",0.0,0.0,0.0,0.0,0.0,0.0,0.004273504273504274,0.004273504273504274,0.008547008547008548,0.004273504273504274,0.021367521367521368,0.02564102564102564,0.02564102564102564,0.021367521367521368,0.029914529914529916,0.01282051282051282,0.05128205128205128,0.017094017094017096,0.017094017094017096,0.029914529914529916,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.021367521367521368,0.038461538461538464,0.021367521367521368,0.042735042735042736,0.02564102564102564,0.01282051282051282,0.03418803418803419,0.042735042735042736,0.05128205128205128,0.03418803418803419,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.008547008547008548,0.01282051282051282,0.042735042735042736,0.029914529914529916,0.03418803418803419,0.02564102564102564,0.017094017094017096,0.02564102564102564,0.02564102564102564,0.008547008547008548,0.008547008547008548,0.004273504273504274,0.004273504273504274,0.0,0.01282051282051282,0.0,0.0,0.0,0.0
"[1.25%, 1.45%)",0.0,0.0,0.0,0.0,0.0049261083743842365,0.0049261083743842365,0.0,0.009852216748768473,0.019704433497536946,0.019704433497536946,0.019704433497536946,0.019704433497536946,0.024630541871921183,0.009852216748768473,0.029556650246305417,0.04433497536945813,0.054187192118226604,0.024630541871921183,0.019704433497536946,0.029556650246305417,0.024630541871921183,0.034482758620689655,0.034482758620689655,0.024630541871921183,0.04433497536945813,0.034482758620689655,0.024630541871921183,0.034482758620689655,0.034482758620689655,0.014778325123152709,0.029556650246305417,0.014778325123152709,0.014778325123152709,0.019704433497536946,0.019704433497536946,0.034482758620689655,0.03940886699507389,0.014778325123152709,0.019704433497536946,0.024630541871921183,0.019704433497536946,0.024630541871921183,0.009852216748768473,0.014778325123152709,0.009852216748768473,0.014778325123152709,0.0,0.014778325123152709,0.0,0.0049261083743842365,0.009852216748768473,0.0,0.0049261083743842365,0.0,0.0
"[1.45%, 1.65%)",0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.006578947368421052,0.006578947368421052,0.06578947368421052,0.03289473684210526,0.019736842105263157,0.03289473684210526,0.02631578947368421,0.03289473684210526,0.013157894736842105,0.013157894736842105,0.006578947368421052,0.013157894736842105,0.02631578947368421,0.019736842105263157,0.03289473684210526,0.006578947368421052,0.03289473684210526,0.046052631578947366,0.039473684210526314,0.039473684210526314,0.05921052631578947,0.019736842105263157,0.006578947368421052,0.019736842105263157,0.006578947368421052,0.039473684210526314,0.02631578947368421,0.006578947368421052,0.03289473684210526,0.019736842105263157,0.03289473684210526,0.039473684210526314,0.013157894736842105,0.039473684210526314,0.02631578947368421,0.02631578947368421,0.03289473684210526,0.0,0.006578947368421052,0.013157894736842105,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0
"[1.65%, 1.85%)",0.006993006993006993,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.006993006993006993,0.0,0.013986013986013986,0.06293706293706294,0.03496503496503497,0.006993006993006993,0.006993006993006993,0.02097902097902098,0.013986013986013986,0.02097902097902098,0.02097902097902098,0.02097902097902098,0.02097902097902098,0.027972027972027972,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.03496503496503497,0.07692307692307693,0.03496503496503497,0.04195804195804196,0.04195804195804196,0.02097902097902098,0.04195804195804196,0.02097902097902098,0.03496503496503497,0.04895104895104895,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.02097902097902098,0.03496503496503497,0.06293706293706294,0.027972027972027972,0.0,0.006993006993006993,0.027972027972027972,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0
"[1.85%, 2.05%)",0.0,0.0,0.0,0.00909090909090909,0.0,0.01818181818181818,0.00909090909090909,0.01818181818181818,0.00909090909090909,0.00909090909090909,0.0,0.03636363636363636,0.01818181818181818,0.0,0.03636363636363636,0.02727272727272727,0.03636363636363636,0.0,0.045454545454545456,0.03636363636363636,0.02727272727272727,0.045454545454545456,0.00909090909090909,0.00909090909090909,0.03636363636363636,0.07272727272727272,0.045454545454545456,0.03636363636363636,0.01818181818181818,0.00909090909090909,0.01818181818181818,0.00909090909090909,0.02727272727272727,0.05454545454545454,0.01818181818181818,0.02727272727272727,0.00909090909090909,0.0,0.02727272727272727,0.06363636363636363,0.03636363636363636,0.0,0.0,0.01818181818181818,0.00909090909090909,0.00909090909090909,0.0,0.00909090909090909,0.00909090909090909,0.0,0.00909090909090909,0.00909090909090909,0.01818181818181818,0.0,0.0
"[2.05%, 2.55%)",0.0,0.0,0.0,0.0,0.01507537688442211,0.005025125628140704,0.005025125628140704,0.020100502512562814,0.01507537688442211,0.035175879396984924,0.02512562814070352,0.05025125628140704,0.02512562814070352,0.01507537688442211,0.010050251256281407,0.020100502512562814,0.02512562814070352,0.005025125628140704,0.020100502512562814,0.035175879396984924,0.02512562814070352,0.04020100502512563,0.005025125628140704,0.020100502512562814,0.035175879396984924,0.01507537688442211,0.03015075376884422,0.020100502512562814,0.02512562814070352,0.02512562814070352,0.020100502512562814,0.020100502512562814,0.035175879396984924,0.04020100502512563,0.0,0.01507537688442211,0.05025125628140704,0.02512562814070352,0.04020100502512563,0.020100502512562814,0.010050251256281407,0.035175879396984924,0.020100502512562814,0.01507537688442211,0.020100502512562814,0.01507537688442211,0.005025125628140704,0.005025125628140704,0.005025125628140704,0.01507537688442211,0.010050251256281407,0.0,0.0,0.0,0.010050251256281407
"[2.55%, 3.05%)",0.0,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.027210884353741496,0.02040816326530612,0.06802721088435375,0.027210884353741496,0.02040816326530612,0.04081632653061224,0.013605442176870748,0.027210884353741496,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.047619047619047616,0.0,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.027210884353741496,0.04081632653061224,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.04081632653061224,0.034013605442176874,0.02040816326530612,0.006802721088435374,0.027210884353741496,0.0,0.027210884353741496,0.02040816326530612,0.034013605442176874,0.027210884353741496,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.0,0.02040816326530612,0.006802721088435374,0.006802721088435374,0.0,0.0,0.013605442176870748
"[3.05%, 3.55%)",0.010638297872340425,0.0,0.0,0.010638297872340425,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.02127659574468085,0.05319148936170213,0.02127659574468085,0.010638297872340425,0.02127659574468085,0.010638297872340425,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.02127659574468085,0.0425531914893617,0.010638297872340425,0.02127659574468085,0.0,0.0,0.0,0.031914893617021274,0.02127659574468085,0.010638297872340425,0.0425531914893617,0.0,0.010638297872340425,0.0,0.0425531914893617,0.010638297872340425,0.031914893617021274,0.031914893617021274,0.02127659574468085,0.010638297872340425,0.010638297872340425,0.06382978723404255,0.02127659574468085,0.010638297872340425,0.010638297872340425,0.0,0.031914893617021274,0.010638297872340425,0.0,0.02127659574468085,0.0,0.0,0.0
"[3.55%, 4.05%)",0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.0,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.06521739130434782,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608
"[4.05%, 4.55%)",0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4.55%, 5.00%)",0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903
"[5.00%, 6.00%)",0.0,0.025,0.0,0.0,0.025,0.125,0.025,0.025,0.05,0.025,0.05,0.1,0.025,0.0,0.025,0.025,0.0,0.0,0.025,0.0,0.025,0.025,0.05,0.0,0.025,0.025,0.0,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.025
"[6.00%, 7.00%)",0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655
